"Plot Title: Adventure"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 21652379, SEN S/N: 21652379)","Temp, °C (LGR S/N: 21652379, SEN S/N: 21652379)"
1266,11/18/24 02:17:30 PM,103.038,27.961
1267,11/18/24 02:32:30 PM,103.038,27.961
1268,11/18/24 02:47:30 PM,103.007,28.060
1269,11/18/24 03:02:30 PM,103.004,27.961
1270,11/18/24 03:17:30 PM,102.993,27.961
1271,11/18/24 03:32:30 PM,102.991,27.862
1272,11/18/24 03:47:30 PM,102.977,27.764
1273,11/18/24 04:02:30 PM,102.952,27.665
1274,11/18/24 04:17:30 PM,102.939,27.567
1275,11/18/24 04:32:30 PM,102.947,27.468
1276,11/18/24 04:47:30 PM,102.922,27.370
1277,11/18/24 05:02:30 PM,102.897,27.272
1278,11/18/24 05:17:30 PM,102.895,27.173
1279,11/18/24 05:32:30 PM,102.906,27.173
1280,11/18/24 05:47:30 PM,102.901,26.977
1281,11/18/24 06:02:30 PM,102.887,26.879
1282,11/18/24 06:17:30 PM,102.887,26.879
1283,11/18/24 06:32:30 PM,102.851,26.781
1284,11/18/24 06:47:30 PM,102.873,26.781
1285,11/18/24 07:02:30 PM,102.860,26.683
1286,11/18/24 07:17:30 PM,102.860,26.683
1287,11/18/24 07:32:30 PM,102.868,26.585
1288,11/18/24 07:47:30 PM,102.888,26.488
1289,11/18/24 08:02:30 PM,102.888,26.488
1290,11/18/24 08:17:30 PM,102.877,26.488
1291,11/18/24 08:32:30 PM,102.888,26.488
1292,11/18/24 08:47:30 PM,102.877,26.488
1293,11/18/24 09:02:30 PM,102.899,26.488
1294,11/18/24 09:17:30 PM,102.874,26.390
1295,11/18/24 09:32:30 PM,102.874,26.390
1296,11/18/24 09:47:30 PM,102.852,26.390
1297,11/18/24 10:02:30 PM,102.860,26.292
1298,11/18/24 10:17:30 PM,102.816,26.292
1299,11/18/24 10:32:30 PM,102.802,26.195
1300,11/18/24 10:47:30 PM,102.824,26.195
1301,11/18/24 11:02:30 PM,102.789,26.097
1302,11/18/24 11:17:30 PM,102.800,26.097
1303,11/18/24 11:32:30 PM,102.775,26.000
1304,11/18/24 11:47:30 PM,102.742,26.000
1305,11/19/24 12:02:30 AM,102.731,26.000
1306,11/19/24 12:17:30 AM,102.717,25.902
1307,11/19/24 12:32:30 AM,102.695,25.902
1308,11/19/24 12:47:30 AM,102.684,25.902
1309,11/19/24 01:02:30 AM,102.648,25.805
1310,11/19/24 01:17:30 AM,102.626,25.805
1311,11/19/24 01:32:30 AM,102.615,25.805
1312,11/19/24 01:47:30 AM,102.560,25.805
1313,11/19/24 02:02:30 AM,102.568,25.708
1314,11/19/24 02:17:30 AM,102.546,25.708
1315,11/19/24 02:32:30 AM,102.513,25.708
1316,11/19/24 02:47:30 AM,102.491,25.708
1317,11/19/24 03:02:30 AM,102.480,25.708
1318,11/19/24 03:17:30 AM,102.466,25.610
1319,11/19/24 03:32:30 AM,102.499,25.610
1320,11/19/24 03:47:30 AM,102.488,25.610
1321,11/19/24 04:02:30 AM,102.510,25.610
1322,11/19/24 04:17:30 AM,102.477,25.610
1323,11/19/24 04:32:30 AM,102.474,25.513
1324,11/19/24 04:47:30 AM,102.486,25.513
1325,11/19/24 05:02:30 AM,102.474,25.513
1326,11/19/24 05:17:30 AM,102.508,25.513
1327,11/19/24 05:32:30 AM,102.486,25.513
1328,11/19/24 05:47:30 AM,102.505,25.416
1329,11/19/24 06:02:30 AM,102.516,25.416
1330,11/19/24 06:17:30 AM,102.516,25.416
1331,11/19/24 06:32:30 AM,102.538,25.416
1332,11/19/24 06:47:30 AM,102.560,25.416
1333,11/19/24 07:02:30 AM,102.571,25.416
1334,11/19/24 07:17:30 AM,102.594,25.416
1335,11/19/24 07:32:30 AM,102.594,25.416
1336,11/19/24 07:47:30 AM,102.594,25.416
1337,11/19/24 08:02:30 AM,102.618,25.513
1338,11/19/24 08:17:30 AM,102.654,25.610
1339,11/19/24 08:32:30 AM,102.676,25.610
1340,11/19/24 08:47:30 AM,102.668,25.708
1341,11/19/24 09:02:30 AM,102.657,25.708
1342,11/19/24 09:17:30 AM,102.659,25.805
1343,11/19/24 09:32:30 AM,102.651,25.902
1344,11/19/24 09:47:30 AM,102.651,25.902
1345,11/19/24 10:02:30 AM,102.640,25.902
1346,11/19/24 10:17:30 AM,102.598,26.000
1347,11/19/24 10:32:30 AM,102.598,26.000
1348,11/19/24 10:47:30 AM,102.578,26.097
1349,11/19/24 11:02:30 AM,102.556,26.097
1350,11/19/24 11:17:30 AM,102.526,26.195
1351,11/19/24 11:32:30 AM,102.509,26.390
1352,11/19/24 11:47:30 AM,102.456,26.488
1353,11/19/24 12:02:30 PM,102.428,26.683
1354,11/19/24 12:17:30 PM,102.409,26.781
1355,11/19/24 12:32:30 PM,102.381,26.977
1356,11/19/24 12:47:30 PM,102.364,27.173
1357,11/19/24 01:02:30 PM,102.347,27.370
1358,11/19/24 01:17:30 PM,102.338,27.468
1359,11/19/24 01:32:30 PM,102.299,27.665
1360,11/19/24 01:47:30 PM,102.291,27.764
1361,11/19/24 02:02:30 PM,102.271,27.862
1362,11/19/24 02:17:30 PM,102.263,27.961
1363,11/19/24 02:32:30 PM,102.230,27.961
1364,11/19/24 02:47:30 PM,102.197,27.961
1365,11/19/24 03:02:30 PM,102.221,28.060
1366,11/19/24 03:17:30 PM,102.197,27.961
1367,11/19/24 03:32:30 PM,102.185,27.961
1368,11/19/24 03:47:30 PM,102.185,27.961
1369,11/19/24 04:02:30 PM,102.197,27.961
1370,11/19/24 04:17:30 PM,102.185,27.961
1371,11/19/24 04:32:30 PM,102.183,27.862
1372,11/19/24 04:47:30 PM,102.194,27.862
1373,11/19/24 05:02:30 PM,102.169,27.764
1374,11/19/24 05:17:30 PM,102.191,27.764
1375,11/19/24 05:32:30 PM,102.189,27.665
1376,11/19/24 05:47:30 PM,102.164,27.567
1377,11/19/24 06:02:30 PM,102.186,27.567
1378,11/19/24 06:17:30 PM,102.195,27.468
1379,11/19/24 06:32:30 PM,102.203,27.370
1380,11/19/24 06:47:30 PM,102.189,27.272
1381,11/19/24 07:02:30 PM,102.187,27.173
1382,11/19/24 07:17:30 PM,102.184,27.075
1383,11/19/24 07:32:30 PM,102.217,27.075
1384,11/19/24 07:47:30 PM,102.204,26.977
1385,11/19/24 08:02:30 PM,102.215,26.977
1386,11/19/24 08:17:30 PM,102.223,26.879
1387,11/19/24 08:32:30 PM,102.221,26.781
1388,11/19/24 08:47:30 PM,102.232,26.781
1389,11/19/24 09:02:30 PM,102.251,26.683
1390,11/19/24 09:17:30 PM,102.251,26.683
1391,11/19/24 09:32:30 PM,102.249,26.585
1392,11/19/24 09:47:30 PM,102.260,26.585
1393,11/19/24 10:02:30 PM,102.246,26.488
1394,11/19/24 10:17:30 PM,102.246,26.488
1395,11/19/24 10:32:30 PM,102.235,26.488
1396,11/19/24 10:47:30 PM,102.232,26.390
1397,11/19/24 11:02:30 PM,102.221,26.390
1398,11/19/24 11:17:30 PM,102.221,26.390
1399,11/19/24 11:32:30 PM,102.199,26.390
1400,11/19/24 11:47:30 PM,102.185,26.292
1401,11/20/24 12:02:30 AM,102.174,26.292
1402,11/20/24 12:17:30 AM,102.185,26.292
1403,11/20/24 12:32:30 AM,102.172,26.195
1404,11/20/24 12:47:30 AM,102.161,26.195
1405,11/20/24 01:02:30 AM,102.150,26.195
1406,11/20/24 01:17:30 AM,102.139,26.195
1407,11/20/24 01:32:30 AM,102.125,26.097
1408,11/20/24 01:47:30 AM,102.103,26.097
1409,11/20/24 02:02:30 AM,102.103,26.097
1410,11/20/24 02:17:30 AM,102.081,26.097
1411,11/20/24 02:32:30 AM,102.047,26.097
1412,11/20/24 02:47:30 AM,102.036,26.097
1413,11/20/24 03:02:30 AM,102.023,26.000
1414,11/20/24 03:17:30 AM,102.034,26.000
1415,11/20/24 03:32:30 AM,102.034,26.000
1416,11/20/24 03:47:30 AM,102.034,26.000
1417,11/20/24 04:02:30 AM,102.034,26.000
1418,11/20/24 04:17:30 AM,102.045,26.000
1419,11/20/24 04:32:30 AM,102.045,26.000
1420,11/20/24 04:47:30 AM,102.053,25.902
1421,11/20/24 05:02:30 AM,102.064,25.902
1422,11/20/24 05:17:30 AM,102.064,25.902
1423,11/20/24 05:32:30 AM,102.062,25.805
1424,11/20/24 05:47:30 AM,102.073,25.805
1425,11/20/24 06:02:30 AM,102.106,25.805
1426,11/20/24 06:17:30 AM,102.106,25.805
1427,11/20/24 06:32:30 AM,102.115,25.708
1428,11/20/24 06:47:30 AM,102.137,25.708
1429,11/20/24 07:02:30 AM,102.137,25.708
1430,11/20/24 07:17:30 AM,102.137,25.708
1431,11/20/24 07:32:30 AM,102.170,25.708
1432,11/20/24 07:47:30 AM,102.192,25.708
1433,11/20/24 08:02:30 AM,102.214,25.708
1434,11/20/24 08:17:30 AM,102.214,25.708
1435,11/20/24 08:32:30 AM,102.269,25.708
1436,11/20/24 08:47:30 AM,102.292,25.708
1437,11/20/24 09:02:30 AM,102.303,25.708
1438,11/20/24 09:17:30 AM,102.294,25.805
1439,11/20/24 09:32:30 AM,102.316,25.805
1440,11/20/24 09:47:30 AM,102.341,25.902
1441,11/20/24 10:02:30 AM,102.330,25.902
1442,11/20/24 10:17:30 AM,102.333,26.000
1443,11/20/24 10:32:30 AM,102.299,26.000
1444,11/20/24 10:47:30 AM,102.302,26.097
1445,11/20/24 11:02:30 AM,102.305,26.195
1446,11/20/24 11:17:30 AM,102.285,26.292
1447,11/20/24 11:32:30 AM,102.299,26.390
1448,11/20/24 11:47:30 AM,102.290,26.488
1449,11/20/24 12:02:30 PM,102.260,26.585
1450,11/20/24 12:17:30 PM,102.207,26.683
1451,11/20/24 12:32:30 PM,102.198,26.781
1452,11/20/24 12:47:30 PM,102.168,26.879
1453,11/20/24 01:02:30 PM,102.159,26.977
1454,11/20/24 01:17:30 PM,102.140,27.075
1455,11/20/24 01:32:30 PM,102.129,27.075
1456,11/20/24 01:47:30 PM,102.109,27.173
1457,11/20/24 02:02:30 PM,102.079,27.272
1458,11/20/24 02:17:30 PM,102.092,27.370
1459,11/20/24 02:32:30 PM,102.048,27.370
1460,11/20/24 02:47:30 PM,102.040,27.468
1461,11/20/24 03:02:30 PM,102.034,27.665
1462,11/20/24 03:17:30 PM,102.034,27.665
1463,11/20/24 03:32:30 PM,102.014,27.764
1464,11/20/24 03:47:30 PM,102.025,27.764
1465,11/20/24 04:02:30 PM,102.003,27.764
1466,11/20/24 04:17:30 PM,101.992,27.764
1467,11/20/24 04:32:30 PM,102.003,27.764
1468,11/20/24 04:47:30 PM,101.989,27.665
1469,11/20/24 05:02:30 PM,101.989,27.665
1470,11/20/24 05:17:30 PM,102.012,27.665
1471,11/20/24 05:32:30 PM,102.009,27.567
1472,11/20/24 05:47:30 PM,102.020,27.567
1473,11/20/24 06:02:30 PM,102.006,27.468
1474,11/20/24 06:17:30 PM,102.015,27.370
1475,11/20/24 06:32:30 PM,102.034,27.272
1476,11/20/24 06:47:30 PM,102.032,27.173
1477,11/20/24 07:02:30 PM,102.062,27.075
1478,11/20/24 07:17:30 PM,102.082,26.977
1479,11/20/24 07:32:30 PM,102.090,26.879
1480,11/20/24 07:47:30 PM,102.112,26.879
1481,11/20/24 08:02:30 PM,102.110,26.781
1482,11/20/24 08:17:30 PM,102.118,26.683
1483,11/20/24 08:32:30 PM,102.149,26.585
1484,11/20/24 08:47:30 PM,102.149,26.585
1485,11/20/24 09:02:30 PM,102.146,26.488
1486,11/20/24 09:17:30 PM,102.168,26.488
1487,11/20/24 09:32:30 PM,102.188,26.390
1488,11/20/24 09:47:30 PM,102.188,26.390
1489,11/20/24 10:02:30 PM,102.188,26.390
1490,11/20/24 10:17:30 PM,102.196,26.292
1491,11/20/24 10:32:30 PM,102.196,26.292
1492,11/20/24 10:47:30 PM,102.208,26.292
1493,11/20/24 11:02:30 PM,102.183,26.195
1494,11/20/24 11:17:30 PM,102.183,26.195
1495,11/20/24 11:32:30 PM,102.139,26.195
1496,11/20/24 11:47:30 PM,102.147,26.097
1497,11/21/24 12:02:30 AM,102.147,26.097
1498,11/21/24 12:17:30 AM,102.136,26.097
1499,11/21/24 12:32:30 AM,102.111,26.000
1500,11/21/24 12:47:30 AM,102.111,26.000
1501,11/21/24 01:02:30 AM,102.089,26.000
1502,11/21/24 01:17:30 AM,102.064,25.902
1503,11/21/24 01:32:30 AM,102.042,25.902
1504,11/21/24 01:47:30 AM,102.018,25.805
1505,11/21/24 02:02:30 AM,102.007,25.805
1506,11/21/24 02:17:30 AM,101.971,25.708
1507,11/21/24 02:32:30 AM,101.960,25.708
1508,11/21/24 02:47:30 AM,101.946,25.610
1509,11/21/24 03:02:30 AM,101.935,25.610
1510,11/21/24 03:17:30 AM,101.921,25.513
1511,11/21/24 03:32:30 AM,101.910,25.513
1512,11/21/24 03:47:30 AM,101.910,25.513
1513,11/21/24 04:02:30 AM,101.908,25.416
1514,11/21/24 04:17:30 AM,101.908,25.416
1515,11/21/24 04:32:30 AM,101.916,25.319
1516,11/21/24 04:47:30 AM,101.927,25.319
1517,11/21/24 05:02:30 AM,101.925,25.222
1518,11/21/24 05:17:30 AM,101.936,25.222
1519,11/21/24 05:32:30 AM,101.936,25.222
1520,11/21/24 05:47:30 AM,101.922,25.125
1521,11/21/24 06:02:30 AM,101.955,25.125
1522,11/21/24 06:17:30 AM,101.955,25.125
1523,11/21/24 06:32:30 AM,101.975,25.028
1524,11/21/24 06:47:30 AM,101.975,25.028
1525,11/21/24 07:02:30 AM,102.019,25.028
1526,11/21/24 07:17:30 AM,102.030,25.028
1527,11/21/24 07:32:30 AM,102.041,25.028
1528,11/21/24 07:47:30 AM,102.052,25.028
1529,11/21/24 08:02:30 AM,102.041,25.028
1530,11/21/24 08:17:30 AM,102.110,25.125
1531,11/21/24 08:32:30 AM,102.110,25.125
1532,11/21/24 08:47:30 AM,102.121,25.125
1533,11/21/24 09:02:30 AM,102.135,25.222
1534,11/21/24 09:17:30 AM,102.146,25.222
1535,11/21/24 09:32:30 AM,102.149,25.319
1536,11/21/24 09:47:30 AM,102.162,25.416
1537,11/21/24 10:02:30 AM,102.176,25.513
1538,11/21/24 10:17:30 AM,102.143,25.513
1539,11/21/24 10:32:30 AM,102.134,25.610
1540,11/21/24 10:47:30 AM,102.115,25.708
1541,11/21/24 11:02:30 AM,102.109,25.902
1542,11/21/24 11:17:30 AM,102.078,26.000
1543,11/21/24 11:32:30 AM,102.081,26.097
1544,11/21/24 11:47:30 AM,102.061,26.195
1545,11/21/24 12:02:30 PM,102.044,26.390
1546,11/21/24 12:17:30 PM,102.003,26.488
1547,11/21/24 12:32:30 PM,101.994,26.585
1548,11/21/24 12:47:30 PM,101.977,26.781
1549,11/21/24 01:02:30 PM,101.958,26.879
1550,11/21/24 01:17:30 PM,101.938,26.977
1551,11/21/24 01:32:30 PM,101.921,27.173
1552,11/21/24 01:47:30 PM,101.913,27.272
1553,11/21/24 02:02:30 PM,101.918,27.468
1554,11/21/24 02:17:30 PM,101.887,27.567
1555,11/21/24 02:32:30 PM,101.868,27.665
1556,11/21/24 02:47:30 PM,101.859,27.764
1557,11/21/24 03:02:30 PM,101.862,27.862
1558,11/21/24 03:17:30 PM,101.862,27.862
1559,11/21/24 03:32:30 PM,101.853,27.961
1560,11/21/24 03:47:30 PM,101.853,27.961
1561,11/21/24 04:02:30 PM,101.856,28.060
1562,11/21/24 04:17:30 PM,101.878,28.060
1563,11/21/24 04:32:30 PM,101.865,27.961
1564,11/21/24 04:47:30 PM,101.853,27.961
1565,11/21/24 05:02:30 PM,101.862,27.862
1566,11/21/24 05:17:30 PM,101.859,27.764
1567,11/21/24 05:32:30 PM,101.881,27.764
1568,11/21/24 05:47:30 PM,101.890,27.665
1569,11/21/24 06:02:30 PM,101.898,27.567
1570,11/21/24 06:17:30 PM,101.909,27.567
1571,11/21/24 06:32:30 PM,101.918,27.468
1572,11/21/24 06:47:30 PM,101.937,27.370
1573,11/21/24 07:02:30 PM,101.948,27.370
1574,11/21/24 07:17:30 PM,101.946,27.272
1575,11/21/24 07:32:30 PM,101.954,27.173
1576,11/21/24 07:47:30 PM,101.988,27.173
1577,11/21/24 08:02:30 PM,101.996,27.075
1578,11/21/24 08:17:30 PM,102.015,26.977
1579,11/21/24 08:32:30 PM,102.013,26.879
1580,11/21/24 08:47:30 PM,102.032,26.781
1581,11/21/24 09:02:30 PM,102.030,26.683
1582,11/21/24 09:17:30 PM,102.052,26.683
1583,11/21/24 09:32:30 PM,102.038,26.585
1584,11/21/24 09:47:30 PM,102.069,26.488
1585,11/21/24 10:02:30 PM,102.055,26.390
1586,11/21/24 10:17:30 PM,102.055,26.390
1587,11/21/24 10:32:30 PM,102.042,26.292
1588,11/21/24 10:47:30 PM,102.028,26.195
1589,11/21/24 11:02:30 PM,102.036,26.097
1590,11/21/24 11:17:30 PM,102.025,26.097
1591,11/21/24 11:32:30 PM,102.012,26.000
1592,11/21/24 11:47:30 PM,101.998,25.902
1593,11/22/24 12:02:30 AM,101.987,25.902
1594,11/22/24 12:17:30 AM,101.973,25.805
1595,11/22/24 12:32:30 AM,101.962,25.805
1596,11/22/24 12:47:30 AM,101.960,25.708
1597,11/22/24 01:02:30 AM,101.946,25.610
1598,11/22/24 01:17:30 AM,101.957,25.610
1599,11/22/24 01:32:30 AM,101.944,25.513
1600,11/22/24 01:47:30 AM,101.944,25.513
1601,11/22/24 02:02:30 AM,101.919,25.416
1602,11/22/24 02:17:30 AM,101.908,25.416
1603,11/22/24 02:32:30 AM,101.894,25.319
1604,11/22/24 02:47:30 AM,101.892,25.222
1605,11/22/24 03:02:30 AM,101.869,25.222
1606,11/22/24 03:17:30 AM,101.881,25.222
1607,11/22/24 03:32:30 AM,101.878,25.125
1608,11/22/24 03:47:30 AM,101.889,25.125
1609,11/22/24 04:02:30 AM,101.898,25.028
1610,11/22/24 04:17:30 AM,101.886,25.028
1611,11/22/24 04:32:30 AM,101.884,24.931
1612,11/22/24 04:47:30 AM,101.884,24.931
1613,11/22/24 05:02:30 AM,101.895,24.931
1614,11/22/24 05:17:30 AM,101.915,24.835
1615,11/22/24 05:32:30 AM,101.915,24.835
1616,11/22/24 05:47:30 AM,101.945,24.738
1617,11/22/24 06:02:30 AM,101.945,24.738
1618,11/22/24 06:17:30 AM,101.923,24.738
1619,11/22/24 06:32:30 AM,101.909,24.641
1620,11/22/24 06:47:30 AM,101.943,24.641
1621,11/22/24 07:02:30 AM,101.954,24.641
1622,11/22/24 07:17:30 AM,101.976,24.641
1623,11/22/24 07:32:30 AM,102.006,24.545
1624,11/22/24 07:47:30 AM,102.029,24.545
1625,11/22/24 08:02:30 AM,102.042,24.641
1626,11/22/24 08:17:30 AM,102.053,24.641
1627,11/22/24 08:32:30 AM,102.064,24.641
1628,11/22/24 08:47:30 AM,102.031,24.641
1629,11/22/24 09:02:30 AM,102.034,24.738
1630,11/22/24 09:17:30 AM,102.034,24.738
1631,11/22/24 09:32:30 AM,102.047,24.835
1632,11/22/24 09:47:30 AM,102.047,24.835
1633,11/22/24 10:02:30 AM,102.028,24.931
1634,11/22/24 10:17:30 AM,102.030,25.028
1635,11/22/24 10:32:30 AM,102.041,25.028
1636,11/22/24 10:47:30 AM,102.011,25.125
1637,11/22/24 11:02:30 AM,101.980,25.222
1638,11/22/24 11:17:30 AM,101.994,25.319
1639,11/22/24 11:32:30 AM,101.974,25.416
1640,11/22/24 11:47:30 AM,101.955,25.513
1641,11/22/24 12:02:30 PM,101.949,25.708
1642,11/22/24 12:17:30 PM,101.929,25.805
1643,11/22/24 12:32:30 PM,101.923,26.000
1644,11/22/24 12:47:30 PM,101.904,26.097
1645,11/22/24 01:02:30 PM,101.884,26.195
1646,11/22/24 01:17:30 PM,101.845,26.390
1647,11/22/24 01:32:30 PM,101.803,26.488
1648,11/22/24 01:47:30 PM,101.797,26.683
1649,11/22/24 02:02:30 PM,101.781,26.879
1650,11/22/24 02:17:30 PM,101.772,26.977
1651,11/22/24 02:32:30 PM,101.788,27.173
1652,11/22/24 02:47:30 PM,101.769,27.272
1653,11/22/24 03:02:30 PM,101.782,27.370
1654,11/22/24 03:17:30 PM,101.774,27.468
1655,11/22/24 03:32:30 PM,101.799,27.567
1656,11/22/24 03:47:30 PM,101.768,27.665
1657,11/22/24 04:02:30 PM,101.757,27.665
1658,11/22/24 04:17:30 PM,101.771,27.764
1659,11/22/24 04:32:30 PM,101.793,27.764
1660,11/22/24 04:47:30 PM,101.807,27.862
1661,11/22/24 05:02:30 PM,101.807,27.862
1662,11/22/24 05:17:30 PM,101.818,27.862
1663,11/22/24 05:32:30 PM,101.818,27.862
1664,11/22/24 05:47:30 PM,101.829,27.862
1665,11/22/24 06:02:30 PM,101.829,27.862
1666,11/22/24 06:17:30 PM,101.829,27.862
1667,11/22/24 06:32:30 PM,101.851,27.862
1668,11/22/24 06:47:30 PM,101.848,27.764
1669,11/22/24 07:02:30 PM,101.881,27.764
1670,11/22/24 07:17:30 PM,101.915,27.764
1671,11/22/24 07:32:30 PM,101.923,27.665
1672,11/22/24 07:47:30 PM,101.934,27.665
1673,11/22/24 08:02:30 PM,101.943,27.567
1674,11/22/24 08:17:30 PM,101.951,27.468
1675,11/22/24 08:32:30 PM,101.973,27.468
1676,11/22/24 08:47:30 PM,101.982,27.370
1677,11/22/24 09:02:30 PM,101.968,27.272
1678,11/22/24 09:17:30 PM,101.990,27.272
1679,11/22/24 09:32:30 PM,101.999,27.173
1680,11/22/24 09:47:30 PM,101.996,27.075
1681,11/22/24 10:02:30 PM,102.015,26.977
1682,11/22/24 10:17:30 PM,102.004,26.977
1683,11/22/24 10:32:30 PM,102.002,26.879
1684,11/22/24 10:47:30 PM,101.988,26.781
1685,11/22/24 11:02:30 PM,101.999,26.781
1686,11/22/24 11:17:30 PM,101.986,26.683
1687,11/22/24 11:32:30 PM,102.005,26.585
1688,11/22/24 11:47:30 PM,101.983,26.585
1689,11/23/24 12:02:30 AM,101.969,26.488
1690,11/23/24 12:17:30 AM,101.947,26.488
1691,11/23/24 12:32:30 AM,101.945,26.390
1692,11/23/24 12:47:30 AM,101.934,26.390
1693,11/23/24 01:02:30 AM,101.931,26.292
1694,11/23/24 01:17:30 AM,101.931,26.292
1695,11/23/24 01:32:30 AM,101.928,26.195
1696,11/23/24 01:47:30 AM,101.917,26.195
1697,11/23/24 02:02:30 AM,101.904,26.097
1698,11/23/24 02:17:30 AM,101.893,26.097
1699,11/23/24 02:32:30 AM,101.879,26.000
1700,11/23/24 02:47:30 AM,101.879,26.000
1701,11/23/24 03:02:30 AM,101.879,26.000
1702,11/23/24 03:17:30 AM,101.876,25.902
1703,11/23/24 03:32:30 AM,101.865,25.902
1704,11/23/24 03:47:30 AM,101.852,25.805
1705,11/23/24 04:02:30 AM,101.863,25.805
1706,11/23/24 04:17:30 AM,101.863,25.805
1707,11/23/24 04:32:30 AM,101.860,25.708
1708,11/23/24 04:47:30 AM,101.871,25.708
1709,11/23/24 05:02:30 AM,101.882,25.708
1710,11/23/24 05:17:30 AM,101.891,25.610
1711,11/23/24 05:32:30 AM,101.902,25.610
1712,11/23/24 05:47:30 AM,101.902,25.610
1713,11/23/24 06:02:30 AM,101.910,25.513
1714,11/23/24 06:17:30 AM,101.921,25.513
1715,11/23/24 06:32:30 AM,101.932,25.513
1716,11/23/24 06:47:30 AM,101.952,25.416
1717,11/23/24 07:02:30 AM,101.974,25.416
1718,11/23/24 07:17:30 AM,102.007,25.416
1719,11/23/24 07:32:30 AM,102.007,25.416
1720,11/23/24 07:47:30 AM,102.029,25.416
1721,11/23/24 08:02:30 AM,102.018,25.416
1722,11/23/24 08:17:30 AM,102.041,25.416
1723,11/23/24 08:32:30 AM,102.076,25.513
1724,11/23/24 08:47:30 AM,102.065,25.513
1725,11/23/24 09:02:30 AM,102.076,25.513
1726,11/23/24 09:17:30 AM,102.112,25.610
1727,11/23/24 09:32:30 AM,102.101,25.610
1728,11/23/24 09:47:30 AM,102.115,25.708
1729,11/23/24 10:02:30 AM,102.115,25.708
1730,11/23/24 10:17:30 AM,102.139,25.805
1731,11/23/24 10:32:30 AM,102.128,25.805
1732,11/23/24 10:47:30 AM,102.120,25.902
1733,11/23/24 11:02:30 AM,102.089,26.000
1734,11/23/24 11:17:30 AM,102.067,26.000
1735,11/23/24 11:32:30 AM,102.047,26.097
1736,11/23/24 11:47:30 AM,102.028,26.195
1737,11/23/24 12:02:30 PM,102.031,26.292
1738,11/23/24 12:17:30 PM,102.011,26.390
1739,11/23/24 12:32:30 PM,101.980,26.488
1740,11/23/24 12:47:30 PM,101.969,26.488
1741,11/23/24 01:02:30 PM,101.928,26.585
1742,11/23/24 01:17:30 PM,101.908,26.683
1743,11/23/24 01:32:30 PM,101.897,26.683
1744,11/23/24 01:47:30 PM,101.878,26.781
1745,11/23/24 02:02:30 PM,101.861,26.977
1746,11/23/24 02:17:30 PM,101.841,27.075
1747,11/23/24 02:32:30 PM,101.808,27.075
1748,11/23/24 02:47:30 PM,101.822,27.173
1749,11/23/24 03:02:30 PM,101.824,27.272
1750,11/23/24 03:17:30 PM,101.805,27.370
1751,11/23/24 03:32:30 PM,101.805,27.370
1752,11/23/24 03:47:30 PM,101.807,27.468
1753,11/23/24 04:02:30 PM,101.821,27.567
1754,11/23/24 04:17:30 PM,101.810,27.567
1755,11/23/24 04:32:30 PM,101.790,27.665
1756,11/23/24 04:47:30 PM,101.835,27.665
1757,11/23/24 05:02:30 PM,101.835,27.665
1758,11/23/24 05:17:30 PM,101.879,27.665
1759,11/23/24 05:32:30 PM,101.881,27.764
1760,11/23/24 05:47:30 PM,101.904,27.764
1761,11/23/24 06:02:30 PM,101.901,27.665
1762,11/23/24 06:17:30 PM,101.934,27.665
1763,11/23/24 06:32:30 PM,101.945,27.665
1764,11/23/24 06:47:30 PM,101.978,27.665
1765,11/23/24 07:02:30 PM,101.989,27.665
1766,11/23/24 07:17:30 PM,101.998,27.567
1767,11/23/24 07:32:30 PM,102.020,27.567
1768,11/23/24 07:47:30 PM,102.064,27.567
1769,11/23/24 08:02:30 PM,102.084,27.468
1770,11/23/24 08:17:30 PM,102.095,27.468
1771,11/23/24 08:32:30 PM,102.095,27.468
1772,11/23/24 08:47:30 PM,102.114,27.370
1773,11/23/24 09:02:30 PM,102.103,27.370
1774,11/23/24 09:17:30 PM,102.092,27.370
1775,11/23/24 09:32:30 PM,102.134,27.272
1776,11/23/24 09:47:30 PM,102.123,27.272
1777,11/23/24 10:02:30 PM,102.142,27.173
1778,11/23/24 10:17:30 PM,102.131,27.173
1779,11/23/24 10:32:30 PM,102.151,27.075
1780,11/23/24 10:47:30 PM,102.129,27.075
1781,11/23/24 11:02:30 PM,102.082,26.977
1782,11/23/24 11:17:30 PM,102.104,26.977
1783,11/23/24 11:32:30 PM,102.068,26.879
1784,11/23/24 11:47:30 PM,102.079,26.879
1785,11/24/24 12:02:30 AM,102.068,26.879
1786,11/24/24 12:17:30 AM,102.043,26.781
1787,11/24/24 12:32:30 AM,102.008,26.683
1788,11/24/24 12:47:30 AM,102.008,26.683
1789,11/24/24 01:02:30 AM,102.038,26.585
1790,11/24/24 01:17:30 AM,102.016,26.585
1791,11/24/24 01:32:30 AM,102.027,26.585
1792,11/24/24 01:47:30 AM,102.014,26.488
1793,11/24/24 02:02:30 AM,102.036,26.488
1794,11/24/24 02:17:30 AM,102.033,26.390
1795,11/24/24 02:32:30 AM,102.075,26.292
1796,11/24/24 02:47:30 AM,102.105,26.195
1797,11/24/24 03:02:30 AM,102.692,26.195
1798,11/24/24 03:17:30 AM,102.864,26.000
1799,11/24/24 03:32:30 AM,102.875,25.610
